Marca_temporal,Departamento,Municipio,FechaHora,Incidente,SubIncidente,Coordenadas,latitud,Longitud
2024-01-02T19:10:46.695Z,Francisco Morazan ,Distrito Central,2024-01-01T15:31:00Z,Desastres Naturales,Vientos Racheados,"14.137273768336113, -87.27232271481138",14.137273768336113,-87.27232271481138
2024-01-02T19:12:34.993Z,Valle,San Lorenzo,2024-01-01T20:39:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"13.424820, -87.452858",13.424820,-87.452858
2024-01-02T19:13:58.068Z,Choluteca ,Choluteca ,2024-01-01T21:12:00Z,Emergencia Medica,Emergencia Médica,"13.345591, -87.190601",13.345591,-87.190601
2024-01-02T19:15:24.146Z,La Paz ,La Paz ,2024-01-01T18:00:00Z,Accidente de Transito,Colisión,"14.326749651235652, -87.67338588498573",14.326749651235652,-87.67338588498573
2024-01-02T19:16:23.481Z,Valle,San Lorenzo,2024-01-01T21:18:00Z,Delitos Contra La Propiedad,Robo A Vivienda,"13.430299, -87.454627",13.430299,-87.454627
2024-01-02T19:17:42.747Z,Valle,San Lorenzo,2024-01-01T22:26:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"13.434306, -87.459863",13.434306,-87.459863
2024-01-02T19:18:12.726Z,Olancho ,Juticalpa ,2024-01-01T18:01:00Z,Accidente de Transito,Colisión,"14.657616253149602, -86.20976062460527",14.657616253149602,-86.20976062460527
2024-01-02T19:19:14.796Z,Choluteca ,Choluteca ,2024-01-01T22:32:00Z,Emergencia Medica,Emergencia Médica,"13.285914, -87.188557",13.285914,-87.188557
2024-01-02T19:20:31.35Z,El Paraiso ,Danlí,2024-01-01T17:22:00Z,Accidente de Transito,Colisión,"14.03879243202469, -86.55724613796508",14.03879243202469,-86.55724613796508
2024-01-02T19:21:57.442Z,Valle,San Lorenzo,2024-01-01T23:10:00Z,Accidente de Transito,Volcamiento,"13.434549, -87.461481",13.434549,-87.461481
2024-01-02T19:26:04.964Z,Francisco Morazan ,Distrito Central,2024-01-01T17:59:00Z,Accidente de Transito,Colisión,"14.105160439011438, -87.243065225132",14.105160439011438,-87.243065225132
2024-01-02T19:28:27.099Z,Francisco Morazan ,Distrito Central,2024-01-01T18:15:00Z,Accidente de Transito,Colisión,"14.090428, -87.157949",14.090428,-87.157949
2024-01-02T19:34:07.442Z,Francisco Morazan ,Distrito Central,2024-01-01T17:48:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.103953, -87.223292",14.103953,-87.223292
2024-01-02T19:36:59.596Z,Francisco Morazan ,Ojojona ,2024-01-01T18:17:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.93702434403766, -87.29386571474646",13.93702434403766,-87.29386571474646
2024-01-02T19:39:29.43Z,Francisco Morazan ,Distrito Central,2024-01-01T16:51:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.087900424370666, -87.23730197988777",14.087900424370666,-87.23730197988777
2024-01-02T19:41:11.699Z,El Paraiso ,Danlí,2024-01-01T17:39:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.040790831278954, -86.56994907739492",14.040790831278954,-86.56994907739492
2024-01-02T19:44:35.158Z,El Paraiso ,El Paraíso ,2024-01-01T18:25:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.846349114709524, -86.57162312604241",13.846349114709524,-86.57162312604241
2024-01-02T19:47:40.623Z,Comayagua ,Siguatepeque ,2024-01-01T18:30:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.449108391350691, -87.6479416315059",14.449108391350691,-87.6479416315059
2024-01-02T19:51:25.349Z,La Paz ,San José ,2024-01-01T17:46:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.24520368556587, -87.95792362966382",14.24520368556587,-87.95792362966382
2024-01-02T19:51:48.58Z,Comayagua ,Comayagua ,2024-01-01T16:36:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.41490999548143, -87.63756879412101",14.41490999548143,-87.63756879412101
2024-01-02T19:54:37.305Z,La Paz ,Chinacla ,2024-01-01T18:23:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.170252211769881, -88.00157815567773",14.170252211769881,-88.00157815567773
2024-01-02T19:54:53.051Z,Comayagua ,Siguatepeque ,2024-01-01T16:52:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.602114807373358, -87.8356286386075",14.602114807373358,-87.8356286386075
2024-01-02T19:57:26.544Z,Olancho ,Guayape ,2024-01-01T18:12:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.787725193977892, -86.86086057846184",14.787725193977892,-86.86086057846184
2024-01-02T20:00:17.341Z,Olancho ,Catacamas ,2024-01-01T18:23:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.843323569317954, -85.87905835428171",14.843323569317954,-85.87905835428171
2024-01-02T20:12:39.923Z,Comayagua ,Comayagua ,2024-01-01T18:04:00Z,Emergencia Medica,Emergencia Médica,"14.449335972160185, -87.64850585849976",14.449335972160185,-87.64850585849976
2024-01-02T20:14:51.714Z,Comayagua ,Siguatepeque ,2024-01-01T18:09:00Z,Emergencia Medica,Emergencia Médica,"14.596040610450231, -87.84075756897258",14.596040610450231,-87.84075756897258
2024-01-02T20:35:35.242Z,Francisco Morazan ,Distrito Central,2024-01-02T19:32:00Z,Accidente de Transito,Colisión,"14.113531882840423, -87.19372676267437",14.113531882840423,-87.19372676267437
2024-01-02T20:50:43.59Z,Intibuca ,San Isidro ,2024-01-01T17:05:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.56908478922396, -88.11026233288649",14.56908478922396,-88.11026233288649
2024-01-02T20:58:18.11Z,Intibuca ,Jesus de Otoro ,2024-01-01T16:54:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.498203590197575, -87.97624133903112",14.498203590197575,-87.97624133903112
2024-01-02T21:00:26.64Z,Choluteca ,Choluteca ,2024-01-01T23:22:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.299216, -87.352617",13.299216,-87.352617
2024-01-02T21:09:37.943Z,Francisco Morazan ,Distrito Central,2024-01-01T16:47:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.06673988621273, -87.16230342538286",14.06673988621273,-87.16230342538286
2024-01-02T21:22:36.314Z,Francisco Morazan ,Distrito Central,2024-01-01T16:42:00Z,Incendio,Vehicular,"13.689593517014144, -87.3302251034982",13.689593517014144,-87.3302251034982
2024-01-02T21:27:54.639Z,Francisco Morazan ,Distrito Central,2024-01-01T16:30:00Z,Emergencia Medica,Emergencia Médica,"14.098791697192945, -87.21821868618933",14.098791697192945,-87.21821868618933
2024-01-02T21:30:47.77Z,Choluteca ,Choluteca ,2024-01-02T12:45:00Z,Emergencia Medica,Emergencia Médica,"13.392594, -87.092507",13.392594,-87.092507
2024-01-02T21:33:06.191Z,Valle,Nacaome ,2024-01-02T13:55:00Z,Emergencia Medica,Emergencia Médica,"13.533358, -87.518420",13.533358,-87.518420
2024-01-02T21:42:34.389Z,Choluteca ,Choluteca ,2024-01-02T14:11:00Z,Accidente de Transito,Colisión,"13.323477, -87.214307",13.323477,-87.214307
2024-01-02T21:44:03.132Z,Valle,Nacaome ,2024-01-02T14:18:00Z,Incendio,Zacatera,"13.539632, -87.493432",13.539632,-87.493432
2024-01-02T21:47:01.846Z,Choluteca ,Choluteca ,2024-01-02T14:30:00Z,Accidente de Transito,Colisión,"13.298788, -87.190118",13.298788,-87.190118
2024-01-02T21:49:32.778Z,Choluteca ,Choluteca ,2024-01-02T16:02:00Z,Accidente de Transito,Choque,"13.407108, -87.327632",13.407108,-87.327632
2024-01-02T21:51:54.4Z,Valle,Goascorán ,2024-01-02T17:43:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.556745, -87.693177",13.556745,-87.693177
2024-01-02T21:53:35.452Z,Choluteca ,Choluteca ,2024-01-02T18:23:00Z,Accidente de Transito,Colisión,"13.651325, -87.381864",13.651325,-87.381864
2024-01-02T21:54:27.067Z,Francisco Morazan ,Distrito Central,2024-01-01T16:52:00Z,Emergencia Medica,Emergencia Médica,"14.166098066196987, -87.27793165335642",14.166098066196987,-87.27793165335642
2024-01-02T22:04:08.609Z,Francisco Morazan ,Distrito Central,2024-01-01T17:20:00Z,Accidente de Transito,Colisión,"14.137033144722245, -87.26858837389774",14.137033144722245,-87.26858837389774
2024-01-02T22:07:06.865Z,Francisco Morazan ,Distrito Central,2024-01-02T20:19:00Z,Accidente de Transito,Atropello,"14.085263714587686, -87.22540646363119",14.085263714587686,-87.22540646363119
2024-01-02T22:14:18.549Z,Francisco Morazan ,Distrito Central,2024-01-01T17:23:00Z,Accidente de Transito,Colisión,"14.16743475755883, -87.31076143756434",14.16743475755883,-87.31076143756434
2024-01-02T22:14:40.437Z,Francisco Morazan ,Sabanagrande ,2024-01-02T19:42:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.807476976340762, -87.26179433463032",13.807476976340762,-87.26179433463032
2024-01-02T22:20:34.122Z,Francisco Morazan ,Distrito Central,2024-01-02T19:55:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.097895460764056, -87.23238950414401",14.097895460764056,-87.23238950414401
2024-01-02T22:25:21.995Z,El Paraiso ,Danlí,2024-01-02T20:13:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.04485179091067, -86.56983110761728",14.04485179091067,-86.56983110761728
2024-01-02T22:28:13.76Z,El Paraiso ,Danlí,2024-01-02T20:19:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.041082309523818, -86.56306611047678",14.041082309523818,-86.56306611047678
2024-01-02T22:32:05.562Z,Intibuca ,San Juan ,2024-01-02T19:33:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.406585541047315, -88.42388122559151",14.406585541047315,-88.42388122559151
2024-01-02T22:34:01.953Z,Francisco Morazan ,Distrito Central,2024-01-02T20:40:00Z,Accidente de Transito,Colisión,"14.088537, -87.195479",14.088537,-87.195479
2024-01-02T22:35:57.26Z,La Paz ,Marcala ,2024-01-02T19:38:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.159016459913053, -88.02791969848481",14.159016459913053,-88.02791969848481
2024-01-02T22:39:46.374Z,Francisco Morazan ,Distrito Central,2024-01-02T21:27:00Z,Emergencia Medica,Emergencia Médica,"14.115746171687547, -87.22589328631665",14.115746171687547,-87.22589328631665
2024-01-02T22:42:45.876Z,Francisco Morazan ,Distrito Central,2024-01-02T19:32:00Z,Delitos Contra La Propiedad,Robo De Vehículo Automotor,"14.042139647783992, -87.23593375784712",14.042139647783992,-87.23593375784712
2024-01-02T22:44:10.587Z,Comayagua ,Comayagua ,2024-01-02T21:49:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.449135170856973, -87.6434143857896",14.449135170856973,-87.6434143857896
2024-01-02T22:45:10.824Z,El Paraiso ,El Paraíso ,2024-01-01T16:31:00Z,Accidente de Transito,Colisión,"13.878468484535954, -86.55738617213376",13.878468484535954,-86.55738617213376
2024-01-02T22:48:30.636Z,Francisco Morazan ,Distrito Central,2024-01-02T20:45:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.080471, -87.247484",14.080471,-87.247484
2024-01-02T22:48:44.35Z,Comayagua ,Siguatepeque ,2024-01-02T22:06:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.596289792662485, -87.8409721508883",14.596289792662485,-87.8409721508883
2024-01-02T22:51:50.293Z,El Paraiso ,Danlí,2024-01-01T17:10:00Z,Accidente de Transito,Colisión,"14.041290430534783, -86.56325428572528",14.041290430534783,-86.56325428572528
2024-01-02T22:52:34.534Z,Francisco Morazan ,Distrito Central,2024-01-02T19:33:00Z,Emergencia Medica,Teleconsulta,"14.074040719851057, -87.24304439425578",14.074040719851057,-87.24304439425578
2024-01-02T22:57:49.743Z,Comayagua ,Comayagua ,2024-01-01T17:04:00Z,Accidente de Transito,Caída,"14.453337215960406, -87.65812475465599",14.453337215960406,-87.65812475465599
2024-01-02T22:59:07.543Z,Intibuca ,San Francisco De Opalaca ,2024-01-02T21:35:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.568755571861681, -88.30706480877973",14.568755571861681,-88.30706480877973
2024-01-02T23:02:01.708Z,Choluteca ,Marcovia ,2024-01-02T19:24:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"13.167291, -87.386428",13.167291,-87.386428
2024-01-02T23:02:07.218Z,El Paraiso ,El Paraíso ,2024-01-02T20:48:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.880347932060278, -86.55806188208572",13.880347932060278,-86.55806188208572
2024-01-02T23:02:17.239Z,Intibuca ,Camasca ,2024-01-02T21:44:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.9966518811729, -88.38095432359846",13.9966518811729,-88.38095432359846
2024-01-02T23:03:51.539Z,El Paraiso ,Danlí,2024-01-02T20:21:00Z,Accidente de Transito,Colisión,"14.045203951477237, -86.57082277227899",14.045203951477237,-86.57082277227899
2024-01-02T23:04:14.378Z,Choluteca ,Choluteca ,2024-01-02T19:33:00Z,Emergencia Medica,Emergencia Médica,"13.417827, -87.237972",13.417827,-87.237972
2024-01-02T23:05:31.51Z,Choluteca ,Choluteca ,2024-01-02T19:51:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"13.288117, -87.188444",13.288117,-87.188444
2024-01-02T23:07:08.03Z,Valle,San Lorenzo,2024-01-02T20:00:00Z,Accidente de Transito,Colisión,"13.434390, -87.440428",13.434390,-87.440428
2024-01-02T23:07:40.993Z,Comayagua ,Siguatepeque ,2024-01-02T19:56:00Z,Emergencia Medica,Emergencia Médica,"14.591472227959338, -87.83839722500812",14.591472227959338,-87.83839722500812
2024-01-02T23:07:49.308Z,La Paz ,Marcala ,2024-01-02T21:53:00Z,Delitos Contra La Propiedad,Robo A Comercio,"14.156008448272098, -88.03795345724562",14.156008448272098,-88.03795345724562
2024-01-02T23:13:19.625Z,Olancho ,Catacamas ,2024-01-01T17:07:00Z,Accidente de Transito,Colisión,"14.83405380348773, -85.88171506948227",14.83405380348773,-85.88171506948227
2024-01-02T23:14:39.194Z,Francisco Morazan ,Distrito Central,2024-01-02T20:42:00Z,Accidente de Transito,Despiste,"14.194032, -87.206192",14.194032,-87.206192
2024-01-02T23:17:24.021Z,Francisco Morazan ,Distrito Central,2024-01-02T21:38:00Z,Incendio,Zacatera,"14.10444564504899, -87.2322477129414",14.10444564504899,-87.2322477129414
2024-01-02T23:25:33.53Z,Francisco Morazan ,Tatumbla ,2024-01-02T21:53:00Z,Emergencia Medica,Emergencia Médica,"14.022625287642068, -87.1055220123839",14.022625287642068,-87.1055220123839
2024-01-02T23:27:27.084Z,Francisco Morazan ,Distrito Central,2024-01-02T20:51:00Z,Emergencia Medica,Emergencia Médica,"13.988065, -87.198936",13.988065,-87.198936
2024-01-02T23:28:16.106Z,Francisco Morazan ,Distrito Central,2024-01-02T18:46:00Z,Accidente de Transito,Colisión,"14.09528042170579, -87.216869978898",14.09528042170579,-87.216869978898
2024-01-02T23:37:45.096Z,Francisco Morazan ,Distrito Central,2024-01-02T18:50:00Z,Accidente de Transito,Colisión,"14.11083134508936, -87.16649465156142",14.11083134508936,-87.16649465156142
2024-01-02T23:45:17.477Z,Francisco Morazan ,Distrito Central,2024-01-02T19:06:00Z,Accidente de Transito,Colisión,"14.113260560692328, -87.19232881696358",14.113260560692328,-87.19232881696358
2024-01-03T00:03:12.82Z,Francisco Morazan ,Distrito Central,2024-01-02T19:02:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.04383334496475, -87.21585121520191",14.04383334496475,-87.21585121520191
2024-01-03T01:22:35.48Z,El Paraiso ,Danlí,2024-01-02T22:27:00Z,Delitos Contra La Propiedad,Robo A Comercio,"14.04112389818254, -86.5699490962396",14.04112389818254,-86.5699490962396
2024-01-03T01:38:26.754Z,El Paraiso ,Danlí,2024-01-02T19:23:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.038911288379976, -86.55684444010294",14.038911288379976,-86.55684444010294
2024-01-03T01:38:27.738Z,Francisco Morazan ,Distrito Central,2024-01-02T22:21:00Z,Accidente de Transito,Colisión,"14.008391803341556, -86.99038885569816",14.008391803341556,-86.99038885569816
2024-01-03T01:39:48.225Z,El Paraiso ,Teupasenti ,2024-01-02T23:44:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.227011133014454, -86.71588250457062",14.227011133014454,-86.71588250457062
2024-01-03T01:44:56.987Z,Olancho ,Juticalpa ,2024-01-02T23:43:00Z,Delitos Contra La Propiedad,Robo A Comercio,"14.66530104744287, -86.20688693978913",14.66530104744287,-86.20688693978913
2024-01-03T01:45:39.093Z,Comayagua ,Siguatepeque ,2024-01-02T19:28:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.604154456648999, -87.83751927252683",14.604154456648999,-87.83751927252683
2024-01-03T01:58:39.308Z,Francisco Morazan ,Distrito Central,2024-01-02T23:41:00Z,Emergencia Medica,Emergencia Médica,"13.808192430395211, -87.26211661820105",13.808192430395211,-87.26211661820105
2024-01-03T01:59:52.646Z,Francisco Morazan ,Distrito Central,2024-01-02T18:43:00Z,Accidente de Transito,Colisión,"14.042419063571046, -87.22287127491292",14.042419063571046,-87.22287127491292
2024-01-03T02:02:21.199Z,Francisco Morazan ,Distrito Central,2024-01-03T00:04:00Z,Emergencia Medica,Emergencia Médica,"14.052839873820691, -87.24276423217981",14.052839873820691,-87.24276423217981
2024-01-03T02:09:04.595Z,Francisco Morazan ,Distrito Central,2024-01-02T22:43:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.057974260040682, -87.19023459765438",14.057974260040682,-87.19023459765438
2024-01-03T02:14:40.521Z,Francisco Morazan ,Distrito Central,2024-01-02T23:28:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.09815105281103, -87.23232637434334",14.09815105281103,-87.23232637434334
2024-01-03T02:25:23.181Z,Francisco Morazan ,Distrito Central,2024-01-02T23:14:00Z,Emergencia Medica,Emergencia Médica,"14.108653538414034, -87.18808634985727",14.108653538414034,-87.18808634985727
2024-01-03T02:29:48.246Z,Comayagua ,Siguatepeque ,2024-01-02T22:34:00Z,Emergencia Medica,Emergencia Médica,"14.60117662056239, -87.83919868162056",14.60117662056239,-87.83919868162056
2024-01-03T03:27:42.927Z,Valle,Nacaome ,2024-01-03T01:06:00Z,Emergencia Medica,Emergencia Médica,"13.551982, -87.413795",13.551982,-87.413795
2024-01-03T04:18:25.911Z,Comayagua ,Siguatepeque ,2024-01-03T02:24:00Z,Emergencia Medica,Emergencia Médica,"14.596414383442534, -87.83998509799514",14.596414383442534,-87.83998509799514
2024-01-03T04:44:15.836Z,Comayagua ,Comayagua ,2024-01-03T02:58:00Z,Emergencia Medica,Emergencia Médica,"14.445664004483255, -87.65237507925926",14.445664004483255,-87.65237507925926
2024-01-03T05:39:28.644Z,Francisco Morazan ,Distrito Central,2024-01-03T04:28:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.079598513847618, -87.23001191934503",14.079598513847618,-87.23001191934503
2024-01-03T05:58:49.082Z,Intibuca ,La Esperanza ,2024-01-03T04:05:00Z,Emergencia Medica,Emergencia Médica,"14.256674918214477, -88.1392920035677",14.256674918214477,-88.1392920035677
2024-01-03T08:20:05.868Z,Francisco Morazan ,Alubarén ,2024-01-03T07:59:00Z,Accidente de Transito,Colisión,"14.053849035115519, -87.22183225897025",14.053849035115519,-87.22183225897025
2024-01-03T09:43:08.888Z,Yoro ,Victoria ,2024-01-03T06:48:00Z,Delitos Contra La Propiedad,Robo A Comercio,"15.11438,-87.53058",15.11438,-87.53058
2024-01-03T09:58:29.683Z,Francisco Morazan ,Distrito Central,2024-01-03T08:37:00Z,Accidente de Transito,Colisión,"14.085306, -87.174005",14.085306,-87.174005
2024-01-03T10:01:07.942Z,Francisco Morazan ,Distrito Central,2024-01-03T08:58:00Z,Accidente de Transito,Colisión,"14.071622, -87.153794",14.071622,-87.153794
2024-01-03T10:04:42.526Z,Francisco Morazan ,Distrito Central,2024-01-03T09:15:00Z,Accidente de Transito,Colisión,"14.105281, -87.243449",14.105281,-87.243449
2024-01-03T10:09:06.169Z,Francisco Morazan ,Distrito Central,2024-01-03T09:24:00Z,Accidente de Transito,Colisión,"14.072752, -87.172569",14.072752,-87.172569
2024-01-03T10:12:25.076Z,Francisco Morazan ,Distrito Central,2024-01-03T09:51:00Z,Delitos Contra la Niñez Adolescencia,Maltrato Familiar,"14.103160, -87.209601",14.103160,-87.209601
2024-01-03T10:17:57.297Z,Cortes,San Pedro Sula ,2024-01-03T06:58:00Z,Emergencia Medica,Emergencia Médica,"15.28423, -87.57486",15.28423,-87.57486
2024-01-03T10:28:24.261Z,Francisco Morazan ,Distrito Central,2024-01-03T09:57:00Z,Accidente de Transito,Colisión,"14.076411, -87.211154",14.076411,-87.211154
2024-01-03T10:34:55.278Z,Francisco Morazan ,Distrito Central,2024-01-03T10:15:00Z,Accidente de Transito,Choque,"14.102483, -87.241926",14.102483,-87.241926
2024-01-03T10:39:39.453Z,Cortes,Puerto Cortés ,2024-01-03T07:48:00Z,Accidente de Transito,Colisión,"15.47349, -87.51020",15.47349,-87.51020
2024-01-03T10:55:27.498Z,Cortes,San Pedro Sula ,2024-01-03T07:10:00Z,Accidente de Transito,Colisión,"15.30026, -88.00286",15.30026,-88.00286
2024-01-03T10:56:52.904Z,Francisco Morazan ,Talanga ,2024-01-03T10:28:00Z,Accidente de Transito,Colisión,"14.389433, -87.133547",14.389433,-87.133547
2024-01-03T11:12:16.172Z,Cortes,Puerto Cortés ,2024-01-03T07:39:00Z,Otras Causas De Muerte,Muerte Por Causas Desconocidas,"15.50190, -87.55593",15.50190,-87.55593
2024-01-03T11:28:13.662Z,Francisco Morazan ,Distrito Central,2024-01-03T11:10:00Z,Accidente de Transito,Colisión,"14.099770, -87.157690",14.099770,-87.157690
2024-01-03T12:28:20.402Z,Francisco Morazan ,Distrito Central,2024-01-03T11:50:00Z,Accidente de Transito,Colisión,"14.088635, -87.195841",14.088635,-87.195841
2024-01-03T12:30:37.636Z,Francisco Morazan ,Distrito Central,2024-01-03T12:00:00Z,Accidente de Transito,Colisión,"14.088367, -87.195492",14.088367,-87.195492
2024-01-03T12:34:25.842Z,Francisco Morazan ,Distrito Central,2024-01-03T12:09:00Z,Accidente de Transito,Colisión,"14.088891, -87.195965",14.088891,-87.195965
2024-01-03T13:30:53.292Z,Yoro ,El Progreso,2024-01-03T07:44:00Z,Investigación,Personas Desaparecidas,"15.23050, -87.48180",15.23050,-87.48180
2024-01-03T13:46:35.793Z,Francisco Morazan ,Distrito Central,2024-01-03T13:23:00Z,Accidente de Transito,Colisión,"14.101814, -87.240139",14.101814,-87.240139
2024-01-03T13:47:17.525Z,Yoro ,Arenal ,2024-01-03T07:51:00Z,Delitos Contra La Propiedad,Robo De Vehículo Automotor,"15.22050, -86.45315",15.22050,-86.45315
2024-01-03T13:51:45.257Z,Francisco Morazan ,Distrito Central,2024-01-03T13:00:00Z,Accidente de Transito,Colisión,"14.088102, -87.184526",14.088102,-87.184526
2024-01-03T14:00:50.099Z,Cortes,San Pedro Sula ,2024-01-03T07:54:00Z,Accidente de Transito,Colisión,"15.30098, -88.00272",15.30098,-88.00272
2024-01-03T14:01:52.509Z,Francisco Morazan ,Distrito Central,2024-01-03T13:46:00Z,Accidente de Transito,Colisión,"14.047607, -87.263687",14.047607,-87.263687
2024-01-03T14:16:51.284Z,Cortes,San Pedro Sula ,2024-01-03T07:56:00Z,Accidente de Transito,Colisión,"15.29565, -88.00499",15.29565,-88.00499
2024-01-03T14:41:50.208Z,El Paraiso ,Danlí,2024-01-03T14:09:00Z,Delitos Contra La Propiedad,Hurto A Vivienda,"14.138443, -86.607030",14.138443,-86.607030
2024-01-03T14:44:24.571Z,El Paraiso ,El Paraíso ,2024-01-03T14:11:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.036294, -86.580764",14.036294,-86.580764
2024-01-03T14:47:38.018Z,Yoro ,Santa Rita,2024-01-03T08:14:00Z,Delitos Contra La Propiedad,Robo De Vehículo Automotor,"15.09555, -87.53227",15.09555,-87.53227
2024-01-03T14:51:24.409Z,Comayagua ,Siguatepeque ,2024-01-03T12:51:00Z,Emergencia Medica,Emergencia Médica,"14.442153, -87.652684",14.442153,-87.652684
2024-01-03T14:54:23.357Z,Francisco Morazan ,Distrito Central,2024-01-03T14:35:00Z,Accidente de Transito,Choque,"14.058793, -87.193109",14.058793,-87.193109
2024-01-03T14:57:46.712Z,Comayagua ,Siguatepeque ,2024-01-03T12:45:00Z,Emergencia Medica,Emergencia Médica,"14.593715, -87.843461",14.593715,-87.843461
2024-01-03T15:01:56.004Z,Francisco Morazan ,Distrito Central,2024-01-03T14:45:00Z,Accidente de Transito,Colisión,"14.060381, -87.241021",14.060381,-87.241021
2024-01-03T15:06:53.73Z,Yoro ,Sulaco ,2024-01-03T08:22:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,14.56303 -87.18148,14.56303 ,-87.18148
2024-01-03T16:07:30.373Z,Comayagua ,Siguatepeque ,2024-01-03T14:17:00Z,Delitos Contra La Propiedad,Robo A Personas,"14.428521, -87.685986",14.428521,-87.685986
2024-01-03T16:09:33.317Z,Francisco Morazan ,Distrito Central,2024-01-03T15:28:00Z,Accidente de Transito,Colisión,"14.085427, -87.186229",14.085427,-87.186229
2024-01-03T16:12:30.062Z,Francisco Morazan ,Distrito Central,2024-01-03T15:33:00Z,Accidente de Transito,Colisión,"14.042900, -87.211152",14.042900,-87.211152
2024-01-03T16:12:49.802Z,Cortes,San Pedro Sula ,2024-01-03T08:31:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"15.28212,-87.56473",15.28212,-87.56473
2024-01-03T16:17:22.847Z,La Paz ,Yarula ,2024-01-03T13:20:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.114143, -88.089605",14.114143,-88.089605
2024-01-03T16:19:47.6Z,La Paz ,La Paz ,2024-01-03T13:52:00Z,Incendio,Zacatera,"14.318273, -87.674389",14.318273,-87.674389
2024-01-03T16:21:12.922Z,Cortes,Choloma ,2024-01-03T08:32:00Z,Emergencia Medica,Emergencia Médica,"15.36511, -87.57354",15.36511,-87.57354
2024-01-03T16:22:33.71Z,La Paz ,La Paz ,2024-01-03T15:04:00Z,Incendio,Zacatera,"14.318273, -87.674389",14.318273,-87.674389
2024-01-03T16:26:04.138Z,Olancho ,Patuca ,2024-01-03T14:14:00Z,Delitos Contra La Muje u Hombre,Maltrato Familiar,"14.340639, -85.892766",14.340639,-85.892766
2024-01-03T16:28:13.504Z,Francisco Morazan ,Distrito Central,2024-01-03T15:33:00Z,Accidente de Transito,Colisión,"14.066465, -87.210893",14.066465,-87.210893
2024-01-03T16:29:18.026Z,Intibuca ,La Esperanza ,2024-01-03T14:55:00Z,Delitos Contra La Muje u Hombre,Violencia Doméstica,"14.396386, -88.217570",14.396386,-88.217570
2024-01-03T16:31:20.622Z,Cortes,Villanueva ,2024-01-03T08:53:00Z,Investigación,Personas Desaparecidas,"15.20116, -87.59222",15.20116,-87.59222
2024-01-03T16:31:30.821Z,Francisco Morazan ,Distrito Central,2024-01-03T15:47:00Z,Emergencia Medica,Emergencia Médica,"14.114707, -87.166216",14.114707,-87.166216
2024-01-03T16:33:57.332Z,Francisco Morazan ,Distrito Central,2024-01-03T15:41:00Z,Accidente de Transito,Colisión,"14.124214, -87.224376",14.124214,-87.224376
